Year,Quarter,State,Region,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2020,Q2,Jammu & Kashmir,North,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,Diesel,971.0,1545601.0
FY2022,Q1,West Bengal,East,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8867.0,1122491.0
FY2023,Q1,Tripura,Northeast,Electric Vehicle,E-Bus,Tata Motors,Electric,348.0,112907.0
FY2021,Q2,Karnataka,South,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,5710.0,133803.0
FY2022,Q4,Assam,Northeast,Passenger Car,SUV,Hyundai,Electric,5965.0,861185.0
FY2023,Q1,Jharkhand,East,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,44365.0,67572.0
FY2023,Q4,Himachal Pradesh,North,Passenger Car,Sedan,Maruti Suzuki,Petrol,7152.0,814355.0
FY2021,Q1,Manipur,Northeast,Commercial Vehicle,LCV,Mahindra,Diesel,273.0,811119.0
FY2024,Q4,Kerala,South,Electric Vehicle,E-Two-Wheeler,Others,Electric,23340.0,372449.0
FY2019,Q4,Telangana,South,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,1033.0,360421.0
FY2022,Q4,Haryana,North,Passenger Car,Hatchback,Maruti Suzuki,Diesel,27343.0,1203394.0
FY2021,Q2,Sikkim,Northeast,Commercial Vehicle,Bus,Tata Motors,Diesel,141.0,2114380.0
FY2022,Q1,Tamil Nadu,South,Two-Wheeler,Scooter,TVS Motor,Petrol,249308.0,88431.0
FY2023,Q2,Madhya Pradesh,Central,Commercial Vehicle,LCV,Ashok Leyland,Diesel,11963.0,1220798.0
FY2020,Q4,Tripura,Northeast,Commercial Vehicle,MHCV,Tata Motors,Diesel,509.0,209630.0
FY2021,Q1,Nagaland,Northeast,Electric Vehicle,E-Bus,Others,Electric,49.0,280506.0
FY2023,Q4,Meghalaya,Northeast,Commercial Vehicle,LCV,Others,Electric,419.0,739961.0
FY2024,Q3,Delhi,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,48297.0,378198.0
FY2021,Q2,Gujarat,West,Electric Vehicle,E-Car,Tata Motors,Electric,4119.0,256499.0
FY2020,Q2,Rajasthan,North,Passenger Car,Hatchback,Hyundai,Diesel,34205.0,1078154.0
FY2022,Q3,Karnataka,South,Passenger Car,SUV,Maruti Suzuki,Petrol,81832.0,1230374.0
FY2021,Q2,Jammu & Kashmir,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,19339.0,67707.0
FY2024,Q4,Uttar Pradesh,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,24599.0,1857038.0
FY2020,Q3,Manipur,Northeast,Passenger Car,Hatchback,Toyota,Diesel,859.0,1369834.0
FY2019,Q4,Jharkhand,East,Two-Wheeler,Scooter,Hero MotoCorp,CNG,60918.0,76211.0
FY2023,Q1,Haryana,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,9421.0,1287253.0
FY2019,Q4,Tripura,Northeast,Two-Wheeler,Scooter,Bajaj Auto,Petrol,15385.0,77915.0
FY2024,Q4,Manipur,Northeast,Electric Vehicle,E-Car,Tata Motors,Electric,394.0,325715.0
FY2024,Q3,Haryana,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,22951.0,95313.0
FY2023,Q3,Kerala,South,Electric Vehicle,E-Bus,Tata Motors,Electric,16714.0,233833.0
FY2024,Q2,Tamil Nadu,South,Commercial Vehicle,LCV,Tata Motors,CNG,18469.0,1033536.0
FY2019,Q4,Karnataka,South,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,13687.0,1440994.0
FY2021,Q2,Madhya Pradesh,Central,Commercial Vehicle,LCV,Ashok Leyland,CNG,7678.0,615927.0
FY2024,Q4,Chhattisgarh,Central,Commercial Vehicle,MHCV,Tata Motors,CNG,4307.0,687916.0
FY2019,Q4,Tamil Nadu,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1370.0,325233.0
FY2024,Q4,Punjab,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,6914.0,446881.0
FY2022,Q3,Uttarakhand,North,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,2094.0,1491497.0
FY2019,Q2,Haryana,North,Passenger Car,SUV,Maruti Suzuki,Petrol,25610.0,1154953.0
FY2019,Q3,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Bajaj Auto,CNG,111071.0,87997.0
FY2021,Q3,Delhi,North,Electric Vehicle,E-Car,Tata Motors,Electric,6091.0,264651.0
FY2024,Q1,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1375.0,247558.0
FY2023,Q2,Gujarat,West,Two-Wheeler,Moped,Hero MotoCorp,Petrol,261226.0,40166.0
FY2024,Q3,Assam,Northeast,Commercial Vehicle,MHCV,Mahindra,Diesel,2535.0,1129811.0
FY2021,Q4,Delhi,North,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Diesel,5135.0,1035520.0
FY2024,Q4,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,12277.0,157743.0
FY2023,Q2,Tripura,Northeast,Passenger Car,Sedan,Kia,Petrol,1738.0,904672.0
FY2023,Q4,Jammu & Kashmir,North,Electric Vehicle,E-Car,Tata Motors,Electric,915.0,171485.0
FY2023,Q4,Jharkhand,East,Electric Vehicle,E-Car,Others,Electric,1841.0,57066.0
FY2024,Q2,Delhi,North,Commercial Vehicle,MHCV,Force Motors,CNG,8614.0,1085389.0
FY2023,Q4,Goa,West,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2457.0,229058.0
FY2022,Q3,Punjab,North,Two-Wheeler,Scooter,Royal Enfield,Petrol,118026.0,111612.0
FY2019,Q4,Maharashtra,West,Passenger Car,Hatchback,Kia,Electric,100783.0,754106.0
FY2024,Q3,Andhra Pradesh,South,Commercial Vehicle,Bus,Tata Motors,Diesel,13743.0,1032919.0
FY2023,Q4,Jammu & Kashmir,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,1373.0,2812110.0
FY2021,Q2,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,3283.0,222194.0
FY2019,Q4,Punjab,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,137898.0,56554.0
FY2024,Q4,Jharkhand,East,Passenger Car,MUV,Tata Motors,Diesel,11152.0,904637.0
FY2020,Q1,Goa,West,Electric Vehicle,E-Car,Tata Motors,Electric,325.0,246793.0
FY2019,Q3,Odisha,East,Passenger Car,Hatchback,Mahindra,Electric,18134.0,1052909.0
FY2020,Q1,Jammu & Kashmir,North,Passenger Car,Hatchback,Tata Motors,Petrol,3562.0,1303240.0
FY2023,Q2,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,6294.0,203678.0
FY2023,Q1,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,25817.0,314465.0
FY2021,Q1,Kerala,South,Electric Vehicle,E-Car,Tata Motors,Electric,2558.0,222016.0
FY2021,Q4,Manipur,Northeast,Commercial Vehicle,LCV,Mahindra,Diesel,273.0,1882384.0
FY2021,Q1,Delhi,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,130005.0,42472.0
FY2020,Q2,Telangana,South,Two-Wheeler,Motorcycle,TVS Motor,Petrol,196020.0,51071.0
FY2023,Q2,Assam,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,999.0,211733.0
FY2023,Q1,Kerala,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,9823.0,148639.0
FY2024,Q1,Jharkhand,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2484.0,65048.0
FY2022,Q1,Maharashtra,West,Commercial Vehicle,Bus,Tata Motors,Diesel,21474.0,1448577.0
FY2019,Q1,Assam,Northeast,Passenger Car,Hatchback,Kia,CNG,6232.0,597266.0
FY2020,Q2,Madhya Pradesh,Central,Passenger Car,Sedan,Maruti Suzuki,Petrol,26857.0,1111908.0
FY2019,Q2,Bihar,East,Commercial Vehicle,Bus,Tata Motors,Diesel,5068.0,1112958.0
FY2019,Q2,Andhra Pradesh,South,Electric Vehicle,E-Car,Ola Electric,Electric,829.0,276386.0
FY2019,Q1,Telangana,South,Electric Vehicle,E-Car,Others,Electric,858.0,140448.0
FY2024,Q4,Odisha,East,Commercial Vehicle,LCV,Eicher Motors,Diesel,4441.0,1916328.0
FY2019,Q2,Maharashtra,West,Passenger Car,SUV,Maruti Suzuki,Diesel,89097.0,2206396.0
FY2023,Q1,Delhi,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,15793.0,164264.0
FY2021,Q1,Manipur,Northeast,Passenger Car,Sedan,Maruti Suzuki,Petrol,597.0,1017869.0
FY2021,Q1,West Bengal,East,Passenger Car,Sedan,Maruti Suzuki,Petrol,,1003779.0
FY2023,Q1,Madhya Pradesh,Central,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,213560.0,83585.0
FY2022,Q3,Maharashtra,West,Commercial Vehicle,MHCV,Others,Diesel,21358.0,1548938.0
FY2019,Q2,Sikkim,Northeast,Electric Vehicle,E-Car,TVS Motor,Electric,11.0,200109.0
FY2019,Q4,West Bengal,East,Commercial Vehicle,LCV,Tata Motors,Diesel,10370.0,1816801.0
FY2020,Q2,Sikkim,Northeast,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,3888.0,87887.0
FY2019,Q3,Tamil Nadu,South,Passenger Car,SUV,Tata Motors,Petrol,91483.0,1296461.0
FY2023,Q2,Sikkim,Northeast,Commercial Vehicle,Bus,Ashok Leyland,Diesel,241.0,1207755.0
FY2024,Q3,Jammu & Kashmir,North,Passenger Car,SUV,Maruti Suzuki,Electric,7658.0,781509.0
FY2019,Q1,Nagaland,Northeast,Two-Wheeler,Motorcycle,Others,CNG,4787.0,30462.0
FY2021,Q1,Andhra Pradesh,South,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,7536.0,1569677.0
FY2022,Q4,Chhattisgarh,Central,Commercial Vehicle,Bus,Force Motors,Diesel,3145.0,1243661.0
FY2023,Q4,Haryana,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,10694.0,406537.0
FY2021,Q4,Jharkhand,East,Passenger Car,Hatchback,Maruti Suzuki,Petrol,6379.0,345196.0
FY2023,Q3,Uttar Pradesh,North,Passenger Car,SUV,Maruti Suzuki,Petrol,100209.0,1011093.0
FY2022,Q2,Rajasthan,North,Passenger Car,Hatchback,Tata Motors,Petrol,36014.0,634910.0
FY2024,Q4,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,23247.0,238521.0
FY2022,Q2,Himachal Pradesh,North,Commercial Vehicle,MHCV,Mahindra,CNG,1315.0,74085.0
FY2020,Q1,Uttar Pradesh,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,2025.0,256178.0
FY2019,Q2,Andhra Pradesh,South,Commercial Vehicle,Bus,Ashok Leyland,Diesel,10621.0,1098070.0
FY2019,Q2,Punjab,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,130987.0,50227.0
FY2020,Q1,Maharashtra,West,Commercial Vehicle,MHCV,Tata Motors,Diesel,19951.0,1106442.0
FY2024,Q1,Uttar Pradesh,North,Commercial Vehicle,Bus,Tata Motors,Diesel,25601.0,729937.0
FY2024,Q4,Rajasthan,North,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Electric,16904.0,1195329.0
FY2021,Q2,Bihar,East,Commercial Vehicle,LCV,Ashok Leyland,Electric,3419.0,1816578.0
FY2020,Q1,Chhattisgarh,Central,Commercial Vehicle,LCV,Tata Motors,Diesel,3356.0,1436076.0
FY2024,Q2,Goa,West,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,21759.0,50142.0
FY2023,Q1,Haryana,North,Passenger Car,Van,Maruti Suzuki,Petrol,29028.0,1420731.0
FY2019,Q2,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,569976.0,64375.0
FY2022,Q4,Goa,West,Two-Wheeler,Motorcycle,TVS Motor,Petrol,17459.0,36485.0
FY2024,Q3,Haryana,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,22951.0,95313.0
FY2022,Q2,West Bengal,East,Electric Vehicle,E-Car,Others,Electric,3389.0,197714.0
FY2023,Q2,Jharkhand,East,Two-Wheeler,Scooter,TVS Motor,Electric,44087.0,56150.0
FY2024,Q1,Nagaland,Northeast,Passenger Car,SUV,Tata Motors,Petrol,1024.0,1321148.0
FY2024,Q3,Punjab,North,Passenger Car,Sedan,Maruti Suzuki,Diesel,35753.0,771718.0
FY2019,Q4,Manipur,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,13.0,280334.0
FY2019,Q2,Delhi,North,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,CNG,7501.0,1625247.0
FY2024,Q3,Chhattisgarh,Central,Passenger Car,Hatchback,Maruti Suzuki,Electric,14118.0,524174.0
FY2021,Q1,Haryana,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,111005.0,76569.0
FY2023,Q4,Himachal Pradesh,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,24136.0,68581.0
FY2023,Q3,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,74418.0,61834.0
FY2019,Q4,Odisha,East,Electric Vehicle,E-Two-Wheeler,Others,Electric,221.0,176758.0
FY2024,Q1,Uttar Pradesh,North,Passenger Car,Hatchback,Maruti Suzuki,CNG,92626.0,704603.0
FY2023,Q1,Uttarakhand,North,Passenger Car,SUV,Others,Petrol,8751.0,1255686.0
FY2019,Q2,Assam,Northeast,Passenger Car,Sedan,Maruti Suzuki,Petrol,5937.0,512139.0
FY2019,Q3,Andhra Pradesh,South,Passenger Car,Sedan,Maruti Suzuki,Petrol,50606.0,1093749.0
FY2022,Q2,Delhi,North,Electric Vehicle,E-Car,Tata Motors,Electric,7495.0,225691.0
FY2019,Q3,Tamil Nadu,South,Two-Wheeler,Scooter,Others,Electric,526292.0,43394.0
FY2024,Q3,Odisha,East,Two-Wheeler,Motorcycle,Others,Petrol,119520.0,56145.0
FY2023,Q3,Gujarat,West,Passenger Car,SUV,Maruti Suzuki,Diesel,81929.0,1259704.0
FY2024,Q1,Uttarakhand,North,Commercial Vehicle,LCV,Tata Motors,Diesel,2930.0,1915124.0
FY2024,Q2,Rajasthan,North,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,279996.0,62633.0
FY2024,Q3,Odisha,East,Passenger Car,Hatchback,Others,Electric,21315.0,465990.0
FY2019,Q2,Odisha,East,Commercial Vehicle,LCV,Mahindra,Diesel,4127.0,1259437.0
FY2022,Q1,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2362.0,215106.0
FY2021,Q2,Odisha,East,Passenger Car,Sedan,Toyota,Petrol,10101.0,1000483.0
FY2023,Q2,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,196.0,179159.0
FY2024,Q1,Jharkhand,East,Passenger Car,Hatchback,Hyundai,Diesel,9347.0,588342.0
FY2021,Q1,Telangana,South,Passenger Car,Hatchback,Kia,CNG,39657.0,
FY2024,Q2,Himachal Pradesh,North,Passenger Car,Hatchback,Toyota,Petrol,6595.0,1192823.0
FY2020,Q2,Gujarat,West,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,2633.0,73219.0
FY2024,Q1,Chhattisgarh,Central,Electric Vehicle,E-Bus,Ola Electric,Electric,3000.0,101576.0
FY2024,Q4,Delhi,North,Electric Vehicle,E-Bus,Others,Electric,34133.0,10000.0
FY2021,Q4,Bihar,East,Commercial Vehicle,MHCV,Tata Motors,Diesel,3198.0,1873403.0
FY2023,Q1,Jammu & Kashmir,North,Passenger Car,Hatchback,Maruti Suzuki,Electric,5459.0,1181304.0
FY2022,Q2,Bihar,East,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,1456.0,135464.0
FY2019,Q2,Madhya Pradesh,Central,Passenger Car,SUV,Maruti Suzuki,CNG,30925.0,719973.0
FY2024,Q2,Odisha,East,Commercial Vehicle,LCV,Mahindra,Electric,4632.0,1445154.0
FY2022,Q1,Bihar,East,Passenger Car,Van,Maruti Suzuki,Petrol,14107.0,948220.0
FY2019,Q3,Jharkhand,East,Passenger Car,Sedan,Hyundai,Diesel,10476.0,1494804.0
FY2019,Q4,Jharkhand,East,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,107.0,89156.0
FY2021,Q4,Uttarakhand,North,Commercial Vehicle,Bus,Tata Motors,Diesel,1674.0,1934396.0
FY2023,Q3,West Bengal,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,267907.0,61561.0
FY2019,Q3,Manipur,Northeast,Two-Wheeler,Scooter,TVS Motor,Petrol,13290.0,69386.0
FY2022,Q2,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,921.0,133304.0
FY2024,Q3,Assam,Northeast,Passenger Car,Sedan,Maruti Suzuki,Petrol,10752.0,569915.0
FY2021,Q1,Uttarakhand,North,Passenger Car,MUV,Maruti Suzuki,Electric,6116.0,285811.0
FY2019,Q3,Rajasthan,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,16672.0,1951608.0
FY2023,Q1,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Others,Electric,180.0,233405.0
FY2022,Q4,Chhattisgarh,Central,Passenger Car,Sedan,Others,Diesel,8920.0,768753.0
FY2020,Q2,Delhi,North,Two-Wheeler,Scooter,Others,Petrol,146380.0,109023.0
FY2019,Q4,Uttarakhand,North,Passenger Car,SUV,Hyundai,Petrol,8272.0,830857.0
FY2021,Q4,Goa,West,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,17184.0,81817.0
FY2019,Q1,Madhya Pradesh,Central,Two-Wheeler,Moped,Hero MotoCorp,Petrol,298725.0,54188.0
FY2021,Q2,Himachal Pradesh,North,Passenger Car,SUV,Maruti Suzuki,Electric,4142.0,1121613.0
FY2023,Q3,Chhattisgarh,Central,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Diesel,4471.0,2171368.0
FY2019,Q3,Madhya Pradesh,Central,Passenger Car,Sedan,Maruti Suzuki,Petrol,47663.0,1010935.0
FY2021,Q1,Punjab,North,Passenger Car,Hatchback,Others,CNG,18544.0,942870.0
FY2023,Q1,Assam,Northeast,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,37126.0,19454.0
FY2020,Q3,Punjab,North,Two-Wheeler,Scooter,TVS Motor,Petrol,148714.0,82688.0
FY2020,Q2,Meghalaya,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,8785.0,87429.0
FY2023,Q1,Karnataka,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,244068.0,49408.0
FY2023,Q2,Bihar,East,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,130296.0,66078.0
FY2023,Q1,Bihar,East,Electric Vehicle,E-Car,TVS Motor,Electric,2732.0,221395.0
FY2023,Q1,Tripura,Northeast,Passenger Car,SUV,Kia,Petrol,1825.0,985775.0
FY2024,Q3,Tripura,Northeast,Passenger Car,Hatchback,Maruti Suzuki,CNG,2611.0,782455.0
FY2024,Q3,Tripura,Northeast,Commercial Vehicle,Bus,Tata Motors,Electric,728.0,1720770.0
FY2022,Q4,Himachal Pradesh,North,Passenger Car,Hatchback,Maruti Suzuki,Diesel,5059.0,1244052.0
FY2023,Q4,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,218.0,202654.0
FY2019,Q4,Punjab,North,Commercial Vehicle,MHCV,Eicher Motors,CNG,5974.0,712244.0
FY2020,Q3,Nagaland,Northeast,Commercial Vehicle,LCV,Mahindra,CNG,196.0,2095127.0
FY2022,Q3,Karnataka,South,Commercial Vehicle,LCV,Ashok Leyland,Diesel,13813.0,1478411.0
FY2024,Q4,Bihar,East,Commercial Vehicle,MHCV,Mahindra,Diesel,5846.0,1306386.0
FY2022,Q2,Tripura,Northeast,Commercial Vehicle,LCV,Force Motors,Diesel,504.0,1343093.0
FY2022,Q4,Andhra Pradesh,South,Commercial Vehicle,LCV,Ashok Leyland,CNG,9750.0,531097.0
FY2019,Q4,Madhya Pradesh,Central,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,439.0,177134.0
FY2019,Q1,West Bengal,East,Electric Vehicle,E-Three-Wheeler,Others,Electric,414.0,305100.0
FY2019,Q2,Manipur,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,,161273.0
FY2021,Q4,Himachal Pradesh,North,Two-Wheeler,Moped,Hero MotoCorp,Petrol,22590.0,59555.0
FY2022,Q4,Jammu & Kashmir,North,Two-Wheeler,Motorcycle,Others,Electric,17240.0,56304.0
FY2023,Q3,Bihar,East,Commercial Vehicle,LCV,Tata Motors,Diesel,6617.0,1313979.0
FY2021,Q2,Assam,Northeast,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,1403.0,1408062.0
FY2020,Q2,Assam,Northeast,Passenger Car,Hatchback,Tata Motors,Diesel,4634.0,996566.0
FY2020,Q1,Madhya Pradesh,Central,Electric Vehicle,E-Car,Ola Electric,Electric,844.0,187343.0
FY2021,Q3,Karnataka,South,Electric Vehicle,E-Car,Others,Electric,8691.0,261967.0
FY2019,Q3,Bihar,East,Commercial Vehicle,MHCV,Tata Motors,Diesel,5400.0,1706166.0
FY2023,Q3,Manipur,Northeast,Passenger Car,SUV,Maruti Suzuki,CNG,1201.0,874572.0
FY2020,Q2,Odisha,East,Commercial Vehicle,LCV,Tata Motors,CNG,3287.0,851428.0
FY2024,Q4,Karnataka,South,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,15138.0,2069296.0
FY2019,Q4,Tamil Nadu,South,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,380299.0,74348.0
FY2019,Q3,Karnataka,South,Commercial Vehicle,Bus,Ashok Leyland,Diesel,16121.0,1280883.0
FY2024,Q3,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,21477.0,247487.0
FY2020,Q1,Manipur,Northeast,Commercial Vehicle,LCV,Mahindra,Diesel,350.0,1126296.0
FY2019,Q4,Goa,West,Passenger Car,Hatchback,Maruti Suzuki,Electric,6998.0,733361.0
FY2022,Q3,Bihar,East,Commercial Vehicle,Bus,Tata Motors,Electric,5029.0,1759584.0
FY2019,Q2,Nagaland,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,4732.0,66157.0
FY2019,Q4,Jammu & Kashmir,North,Electric Vehicle,E-Car,Bajaj Auto,Electric,,109932.0
FY2024,Q2,Sikkim,Northeast,Passenger Car,SUV,Hyundai,CNG,844.0,868416.0
FY2024,Q4,Jharkhand,East,Commercial Vehicle,LCV,Tata Motors,Diesel,3286.0,2355803.0
FY2023,Q2,Jammu & Kashmir,North,Commercial Vehicle,LCV,Mahindra,Diesel,1311.0,1882663.0
FY2024,Q1,Punjab,North,Passenger Car,Hatchback,Toyota,Electric,29058.0,819612.0
FY2020,Q1,Maharashtra,West,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,362608.0,50728.0
FY2023,Q3,Bihar,East,Electric Vehicle,E-Car,Tata Motors,Electric,4806.0,47190.0
FY2021,Q4,Andhra Pradesh,South,Passenger Car,SUV,Mahindra,Petrol,32087.0,852201.0
FY2023,Q2,Manipur,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,7826.0,62582.0
FY2023,Q2,Himachal Pradesh,North,Commercial Vehicle,LCV,Tata Motors,Diesel,1743.0,1596987.0
FY2022,Q1,Maharashtra,West,Passenger Car,SUV,Toyota,Petrol,86532.0,1048233.0
FY2023,Q3,Jammu & Kashmir,North,Passenger Car,SUV,Tata Motors,CNG,7324.0,1054593.0
FY2019,Q2,Jammu & Kashmir,North,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,1151.0,1453603.0
FY2024,Q2,Maharashtra,West,Two-Wheeler,Motorcycle,TVS Motor,Petrol,425714.0,41123.0
FY2019,Q4,Haryana,North,Passenger Car,Hatchback,Maruti Suzuki,Diesel,27185.0,528517.0
FY2019,Q1,Jharkhand,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,61184.0,53387.0
FY2022,Q2,Madhya Pradesh,Central,Passenger Car,Van,Maruti Suzuki,Electric,29556.0,748392.0
FY2019,Q4,Himachal Pradesh,North,Commercial Vehicle,Three-Wheeler Goods,Force Motors,Diesel,1642.0,1203006.0
FY2020,Q4,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2750.0,174774.0
FY2021,Q3,Gujarat,West,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,331360.0,
FY2022,Q1,Manipur,Northeast,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,82.0,218012.0
FY2022,Q4,Telangana,South,Two-Wheeler,Scooter,Royal Enfield,Petrol,,68412.0
FY2024,Q4,Haryana,North,Passenger Car,SUV,Maruti Suzuki,Diesel,38532.0,1087875.0
FY2023,Q3,Tamil Nadu,South,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,29082.0,92920.0
FY2024,Q4,Manipur,Northeast,Two-Wheeler,Scooter,Royal Enfield,Petrol,9186.0,76208.0
FY2019,Q2,Karnataka,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,310802.0,104428.0
FY2024,Q4,Manipur,Northeast,Passenger Car,SUV,Hyundai,Petrol,1003.0,886761.0
FY2019,Q2,Jammu & Kashmir,North,Passenger Car,MUV,Mahindra,Diesel,4320.0,1034486.0
FY2021,Q2,Sikkim,Northeast,Passenger Car,Hatchback,Hyundai,Petrol,568.0,1021755.0
FY2024,Q3,Manipur,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,569.0,112360.0
FY2020,Q4,Uttarakhand,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,43123.0,40172.0
FY2021,Q4,West Bengal,East,Passenger Car,MUV,Kia,Petrol,29772.0,975536.0
FY2023,Q2,Chhattisgarh,Central,Passenger Car,MUV,Kia,Petrol,9476.0,1372532.0
FY2021,Q4,Uttarakhand,North,Two-Wheeler,Scooter,Others,Petrol,33946.0,53958.0
FY2024,Q1,Uttar Pradesh,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,515016.0,76708.0
FY2019,Q2,Kerala,South,Commercial Vehicle,LCV,Ashok Leyland,Diesel,6738.0,1269120.0
FY2022,Q3,Jammu & Kashmir,North,Passenger Car,SUV,Toyota,Petrol,5491.0,761413.0
FY2022,Q2,Manipur,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,96.0,152994.0
FY2022,Q1,Gujarat,West,Two-Wheeler,Scooter,Hero MotoCorp,CNG,189838.0,68324.0
FY2020,Q2,Andhra Pradesh,South,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,242441.0,47382.0
FY2022,Q4,Tripura,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,192.0,106234.0
FY2020,Q2,Bihar,East,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,487.0,200752.0
FY2022,Q4,Odisha,East,Passenger Car,Hatchback,Kia,Petrol,,854261.0
FY2020,Q3,Telangana,South,Passenger Car,SUV,Maruti Suzuki,Electric,53525.0,789429.0
FY2021,Q3,Bihar,East,Passenger Car,Hatchback,Kia,Petrol,15385.0,1565502.0
FY2022,Q3,Telangana,South,Passenger Car,Hatchback,Tata Motors,CNG,51195.0,1325501.0
