Year,Quarter,Region,State,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2021,Q4,South,Telangana,Three-Wheeler,Passenger 3W,Mahindra,Petrol,4548,262701
FY2021,Q4,South,Telangana,Two-Wheeler,Scooter,Honda Motorcycle,CNG,175412,66472
FY2021,Q4,West,Goa,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,661,1041409
FY2021,Q4,West,Goa,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,546,206359
FY2021,Q4,West,Goa,Passenger Car,SUV,Toyota,Diesel,5390,1058146
FY2021,Q4,West,Goa,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,698,243301
FY2021,Q4,West,Goa,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,17184,81817
FY2021,Q4,West,Gujarat,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,12504,537114
FY2021,Q4,West,Gujarat,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,4521,246728
FY2021,Q4,West,Gujarat,Passenger Car,Hatchback,Mahindra,Petrol,47973,1287275
FY2021,Q4,West,Gujarat,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,8863,299767
FY2021,Q4,West,Gujarat,Two-Wheeler,Motorcycle,TVS Motor,Petrol,248155,62255
FY2021,Q4,West,Maharashtra,Commercial Vehicle,LCV,Ashok Leyland,Diesel,14976,811677
FY2021,Q4,West,Maharashtra,Electric Vehicle,E-Three-Wheeler,Others,Electric,7488,192187
FY2021,Q4,West,Maharashtra,Passenger Car,MUV,Maruti Suzuki,Diesel,89028,1075858
FY2021,Q4,West,Maharashtra,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,14513,243436
FY2021,Q4,West,Maharashtra,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,330423,48427
FY2022,Q1,Central,Chhattisgarh,Commercial Vehicle,MHCV,Eicher Motors,Diesel,3156,1369451
FY2022,Q1,Central,Chhattisgarh,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,866,114847
FY2022,Q1,Central,Chhattisgarh,Passenger Car,Sedan,Others,Diesel,8439,754525
FY2022,Q1,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,TVS Motor,CNG,1715,119355
FY2022,Q1,Central,Chhattisgarh,Two-Wheeler,Scooter,Honda Motorcycle,Electric,48954,76931
FY2022,Q1,Central,Madhya Pradesh,Commercial Vehicle,MHCV,Mahindra,Diesel,8872,742279
FY2022,Q1,Central,Madhya Pradesh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2362,215106
FY2022,Q1,Central,Madhya Pradesh,Passenger Car,SUV,Toyota,Petrol,33531,10000
FY2022,Q1,Central,Madhya Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,4059,222235
FY2022,Q1,Central,Madhya Pradesh,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,183723,46155
FY2022,Q1,East,Bihar,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,4470,1836408
FY2022,Q1,East,Bihar,Electric Vehicle,E-Car,Ather Energy,Electric,1192,123213
FY2022,Q1,East,Bihar,Passenger Car,Van,Maruti Suzuki,Petrol,14107,948220
FY2022,Q1,East,Bihar,Three-Wheeler,Passenger 3W,Mahindra,Petrol,4748,331138
FY2022,Q1,East,Bihar,Two-Wheeler,Scooter,Hero MotoCorp,Electric,103102,80488
FY2022,Q1,East,Jharkhand,Commercial Vehicle,MHCV,Eicher Motors,Diesel,2672,1416319
FY2022,Q1,East,Jharkhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,640,346778
FY2022,Q1,East,Jharkhand,Passenger Car,SUV,Maruti Suzuki,Petrol,19474,1111434
FY2022,Q1,East,Jharkhand,Three-Wheeler,Passenger 3W,Piaggio,CNG,1380,109126
FY2022,Q1,East,Jharkhand,Two-Wheeler,Moped,Honda Motorcycle,CNG,35685,86122
FY2022,Q1,East,Odisha,Commercial Vehicle,MHCV,Tata Motors,Diesel,3707,1766040
FY2022,Q1,East,Odisha,Electric Vehicle,E-Car,Tata Motors,Electric,1202,142604
FY2022,Q1,East,Odisha,Passenger Car,SUV,Maruti Suzuki,Petrol,12837,1327124
FY2022,Q1,East,Odisha,Three-Wheeler,Goods 3W,Piaggio,CNG,2340,239944
FY2022,Q1,East,Odisha,Two-Wheeler,Motorcycle,Bajaj Auto,Electric,66339,54504
FY2022,Q1,East,West Bengal,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8867,1122491
FY2022,Q1,East,West Bengal,Electric Vehicle,E-Two-Wheeler,Others,Electric,2822,312768
FY2022,Q1,East,West Bengal,Passenger Car,SUV,Maruti Suzuki,Petrol,29465,749579
FY2022,Q1,East,West Bengal,Three-Wheeler,Passenger 3W,TVS Motor,Electric,6719,149311
FY2022,Q1,East,West Bengal,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,159911,51377
FY2022,Q1,North,Delhi,Commercial Vehicle,MHCV,Mahindra,CNG,5135,1084577
FY2022,Q1,North,Delhi,Electric Vehicle,E-Car,Tata Motors,Electric,6774,207338
FY2022,Q1,North,Delhi,Passenger Car,Sedan,Maruti Suzuki,Petrol,37101,1205310
FY2022,Q1,North,Delhi,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,10863,246953
FY2022,Q1,North,Delhi,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,111768,53416
FY2022,Q1,North,Haryana,Commercial Vehicle,MHCV,Tata Motors,Diesel,6449,1757372
FY2022,Q1,North,Haryana,Electric Vehicle,E-Car,Tata Motors,Electric,3896,143381
FY2022,Q1,North,Haryana,Passenger Car,SUV,Maruti Suzuki,Electric,22952,1544127
FY2022,Q1,North,Haryana,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,3362,202991
FY2022,Q1,North,Haryana,Two-Wheeler,Motorcycle,TVS Motor,Petrol,98762,46193
FY2022,Q1,North,Himachal Pradesh,Commercial Vehicle,MHCV,Mahindra,Diesel,1325,1369451
FY2022,Q1,North,Himachal Pradesh,Electric Vehicle,E-Car,Tata Motors,Electric,494,285137
FY2022,Q1,North,Himachal Pradesh,Passenger Car,Hatchback,Hyundai,Petrol,4694,1173580
FY2022,Q1,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,CNG,563,298627
FY2022,Q1,North,Himachal Pradesh,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,18831,75554
FY2022,Q1,North,Jammu & Kashmir,Commercial Vehicle,MHCV,Others,Diesel,1096,1798987
FY2022,Q1,North,Jammu & Kashmir,Electric Vehicle,E-Bus,TVS Motor,Electric,318,250550
FY2022,Q1,North,Jammu & Kashmir,Passenger Car,SUV,Maruti Suzuki,Petrol,4355,1269242
FY2022,Q1,North,Jammu & Kashmir,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,568,102666
FY2022,Q1,North,Jammu & Kashmir,Two-Wheeler,Moped,Hero MotoCorp,Petrol,14447,61237
FY2022,Q1,North,Punjab,Commercial Vehicle,MHCV,Eicher Motors,Diesel,5484,1283137
FY2022,Q1,North,Punjab,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2007,176374
FY2022,Q1,North,Punjab,Passenger Car,SUV,Others,Petrol,21834,795834
FY2022,Q1,North,Punjab,Three-Wheeler,Passenger 3W,Piaggio,Electric,2758,283835
FY2022,Q1,North,Punjab,Two-Wheeler,Motorcycle,TVS Motor,CNG,77631,29605
FY2022,Q1,North,Rajasthan,Commercial Vehicle,LCV,Mahindra,Diesel,12134,2356002
FY2022,Q1,North,Rajasthan,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3489,298154
FY2022,Q1,North,Rajasthan,Passenger Car,Hatchback,Tata Motors,Petrol,38391,1076655
FY2022,Q1,North,Rajasthan,Three-Wheeler,Passenger 3W,Piaggio,CNG,5649,239178
FY2022,Q1,North,Rajasthan,Two-Wheeler,Motorcycle,TVS Motor,Petrol,219927,58424
FY2022,Q1,North,Uttar Pradesh,Commercial Vehicle,MHCV,Ashok Leyland,CNG,18763,2733452
FY2022,Q1,North,Uttar Pradesh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,5294,84647
FY2022,Q1,North,Uttar Pradesh,Passenger Car,Sedan,Maruti Suzuki,Electric,59776,947027
FY2022,Q1,North,Uttar Pradesh,Three-Wheeler,Goods 3W,Piaggio,Petrol,16816,219733
FY2022,Q1,North,Uttar Pradesh,Two-Wheeler,Motorcycle,Others,Petrol,399888,54098
FY2022,Q1,North,Uttarakhand,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,2130,717947
FY2022,Q1,North,Uttarakhand,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,883,141322
FY2022,Q1,North,Uttarakhand,Passenger Car,Sedan,Mahindra,Diesel,6998,761234
FY2022,Q1,North,Uttarakhand,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,1045,248369
FY2022,Q1,North,Uttarakhand,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,29064,55484
FY2022,Q1,Northeast,Assam,Commercial Vehicle,LCV,Force Motors,Diesel,1633,257111
FY2022,Q1,Northeast,Assam,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,439,272795
FY2022,Q1,Northeast,Assam,Passenger Car,Van,Hyundai,Petrol,5746,1294109
FY2022,Q1,Northeast,Assam,Three-Wheeler,Passenger 3W,Mahindra,Petrol,1296,293102
FY2022,Q1,Northeast,Assam,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,31809,78560
FY2022,Q1,Northeast,Manipur,Commercial Vehicle,MHCV,Tata Motors,Diesel,346,536994
FY2022,Q1,Northeast,Manipur,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,82,218012
FY2022,Q1,Northeast,Manipur,Passenger Car,Hatchback,Maruti Suzuki,CNG,722,311429
FY2022,Q1,Northeast,Manipur,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,224,114722
FY2022,Q1,Northeast,Manipur,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,6532,65264
FY2022,Q1,Northeast,Meghalaya,Commercial Vehicle,Bus,Eicher Motors,Diesel,357,1471495
FY2022,Q1,Northeast,Meghalaya,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,78,250286
FY2022,Q1,Northeast,Meghalaya,Passenger Car,SUV,Toyota,Electric,1368,1043087
FY2022,Q1,Northeast,Meghalaya,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,220,201584
FY2022,Q1,Northeast,Meghalaya,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,6387,62587
FY2022,Q1,Northeast,Nagaland,Commercial Vehicle,LCV,Mahindra,Diesel,176,1518111
FY2022,Q1,Northeast,Nagaland,Electric Vehicle,E-Car,Ola Electric,Electric,84,106075
FY2022,Q1,Northeast,Nagaland,Passenger Car,Sedan,Maruti Suzuki,Petrol,650,303024
FY2022,Q1,Northeast,Nagaland,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,119,133191
FY2022,Q1,Northeast,Nagaland,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,3364,78002
FY2022,Q1,Northeast,Sikkim,Commercial Vehicle,MHCV,Tata Motors,Diesel,167,930422
FY2022,Q1,Northeast,Sikkim,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,78,262531
FY2022,Q1,Northeast,Sikkim,Passenger Car,Sedan,Maruti Suzuki,Electric,666,917590
FY2022,Q1,Northeast,Sikkim,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,109,149934
FY2022,Q1,Northeast,Sikkim,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,3383,58289
FY2022,Q1,Northeast,Tripura,Commercial Vehicle,LCV,Ashok Leyland,Diesel,482,1122445
FY2022,Q1,Northeast,Tripura,Electric Vehicle,E-Bus,Bajaj Auto,Electric,159,231068
FY2022,Q1,Northeast,Tripura,Passenger Car,Hatchback,Others,Electric,1345,858225
FY2022,Q1,Northeast,Tripura,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,356,251772
FY2022,Q1,Northeast,Tripura,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,9858,49690
FY2022,Q1,South,Andhra Pradesh,Commercial Vehicle,LCV,Tata Motors,Diesel,10265,2054722
FY2022,Q1,South,Andhra Pradesh,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,4757,255659
FY2022,Q1,South,Andhra Pradesh,Passenger Car,SUV,Others,Petrol,33840,1132777
FY2022,Q1,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,4734,267805
FY2022,Q1,South,Andhra Pradesh,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,163470,74659
FY2022,Q1,South,Karnataka,Commercial Vehicle,LCV,Tata Motors,Electric,12128,1668739
FY2022,Q1,South,Karnataka,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,10239,321790
FY2022,Q1,South,Karnataka,Passenger Car,Hatchback,Maruti Suzuki,CNG,58494,762829
FY2022,Q1,South,Karnataka,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,6295,205566
FY2022,Q1,South,Karnataka,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,189688,93107
FY2022,Q1,South,Kerala,Commercial Vehicle,MHCV,Eicher Motors,Electric,5901,1251066
FY2022,Q1,South,Kerala,Electric Vehicle,E-Bus,Tata Motors,Electric,4339,239521
FY2022,Q1,South,Kerala,Passenger Car,MUV,Maruti Suzuki,CNG,33643,355012
FY2022,Q1,South,Kerala,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,2595,212177
FY2022,Q1,South,Kerala,Two-Wheeler,Scooter,TVS Motor,Petrol,101294,81701
FY2022,Q1,South,Tamil Nadu,Commercial Vehicle,MHCV,Force Motors,Diesel,14257,1497538
FY2022,Q1,South,Tamil Nadu,Electric Vehicle,E-Three-Wheeler,Others,Electric,8211,176520
FY2022,Q1,South,Tamil Nadu,Passenger Car,SUV,Maruti Suzuki,Petrol,71815,679164
FY2022,Q1,South,Tamil Nadu,Three-Wheeler,Goods 3W,Piaggio,CNG,6922,288683
FY2022,Q1,South,Tamil Nadu,Two-Wheeler,Scooter,TVS Motor,Petrol,249308,88431
FY2022,Q1,South,Telangana,Commercial Vehicle,LCV,Tata Motors,Diesel,5135,772919
FY2022,Q1,South,Telangana,Electric Vehicle,E-Car,Ola Electric,Electric,6256,234947
FY2022,Q1,South,Telangana,Passenger Car,Van,Maruti Suzuki,Petrol,40634,985371
FY2022,Q1,South,Telangana,Three-Wheeler,Passenger 3W,Piaggio,CNG,4388,204447
FY2022,Q1,South,Telangana,Two-Wheeler,Moped,Hero MotoCorp,Petrol,135801,82928
FY2022,Q1,West,Goa,Commercial Vehicle,Bus,Force Motors,Diesel,924,1008704
FY2022,Q1,West,Goa,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,874,415138
FY2022,Q1,West,Goa,Passenger Car,SUV,Tata Motors,Electric,5289,1017413
FY2022,Q1,West,Goa,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,660,169638
FY2022,Q1,West,Goa,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,16019,71860
FY2022,Q1,West,Gujarat,Commercial Vehicle,MHCV,Eicher Motors,CNG,15761,1982030
FY2022,Q1,West,Gujarat,Electric Vehicle,E-Two-Wheeler,Others,Electric,6009,251855
FY2022,Q1,West,Gujarat,Passenger Car,Sedan,Hyundai,Petrol,52058,1034336
FY2022,Q1,West,Gujarat,Three-Wheeler,Passenger 3W,Piaggio,Petrol,7763,150313
FY2022,Q1,West,Gujarat,Two-Wheeler,Scooter,Hero MotoCorp,CNG,189838,68324
FY2022,Q1,West,Maharashtra,Commercial Vehicle,Bus,Tata Motors,Diesel,21474,1448577
FY2022,Q1,West,Maharashtra,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,11363,199817
FY2022,Q1,West,Maharashtra,Passenger Car,SUV,Toyota,Petrol,86532,1048233
FY2022,Q1,West,Maharashtra,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,13105,203096
FY2022,Q1,West,Maharashtra,Two-Wheeler,Scooter,Bajaj Auto,Petrol,286197,97868
FY2022,Q2,Central,Chhattisgarh,Commercial Vehicle,LCV,Tata Motors,Diesel,3196,1136002
FY2022,Q2,Central,Chhattisgarh,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,872,118286
FY2022,Q2,Central,Chhattisgarh,Passenger Car,SUV,Maruti Suzuki,Petrol,8058,1079348
FY2022,Q2,Central,Chhattisgarh,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,1803,304284
FY2022,Q2,Central,Chhattisgarh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,45688,60923
FY2022,Q2,Central,Madhya Pradesh,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,8944,961257
FY2022,Q2,Central,Madhya Pradesh,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,2720,122186
FY2022,Q2,Central,Madhya Pradesh,Passenger Car,Van,Maruti Suzuki,Electric,29556,748392
FY2022,Q2,Central,Madhya Pradesh,Three-Wheeler,Passenger 3W,Mahindra,CNG,3914,255747
FY2022,Q2,Central,Madhya Pradesh,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,191286,65264
FY2022,Q2,East,Bihar,Commercial Vehicle,MHCV,Ashok Leyland,Electric,4129,1496724
FY2022,Q2,East,Bihar,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,1456,135464
FY2022,Q2,East,Bihar,Passenger Car,SUV,Toyota,Diesel,13593,740752
FY2022,Q2,East,Bihar,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,4416,168104
FY2022,Q2,East,Bihar,Two-Wheeler,Motorcycle,TVS Motor,Petrol,113577,65264
FY2022,Q2,East,Jharkhand,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,2520,2076534
FY2022,Q2,East,Jharkhand,Electric Vehicle,E-Car,Others,Electric,722,145489
FY2022,Q2,East,Jharkhand,Passenger Car,SUV,Mahindra,CNG,6288,1179079
FY2022,Q2,East,Jharkhand,Three-Wheeler,Goods 3W,TVS Motor,Petrol,1311,295775
FY2022,Q2,East,Jharkhand,Two-Wheeler,Scooter,Bajaj Auto,Petrol,37902,71612
FY2022,Q2,East,Odisha,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,3112,2054932
FY2022,Q2,East,Odisha,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,1475,128725
FY2022,Q2,East,Odisha,Passenger Car,Hatchback,Hyundai,Petrol,11563,958740
FY2022,Q2,East,Odisha,Three-Wheeler,Passenger 3W,Piaggio,CNG,2340,221503
FY2022,Q2,East,Odisha,Two-Wheeler,Motorcycle,TVS Motor,CNG,68200,70432
FY2022,Q2,East,West Bengal,Commercial Vehicle,LCV,Tata Motors,Diesel,8377,1206185
FY2022,Q2,East,West Bengal,Electric Vehicle,E-Car,Others,Electric,3389,197714
FY2022,Q2,East,West Bengal,Passenger Car,Sedan,Mahindra,Petrol,28079,1310930
FY2022,Q2,East,West Bengal,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,7197,194973
FY2022,Q2,East,West Bengal,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,165795,84597
FY2022,Q2,North,Delhi,Commercial Vehicle,LCV,Tata Motors,Electric,6788,2057037
FY2022,Q2,North,Delhi,Electric Vehicle,E-Car,Tata Motors,Electric,7495,225691
FY2022,Q2,North,Delhi,Passenger Car,Sedan,Tata Motors,CNG,35905,759428
FY2022,Q2,North,Delhi,Three-Wheeler,Goods 3W,Mahindra,Petrol,10163,119075
FY2022,Q2,North,Delhi,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,111698,67535
FY2022,Q2,North,Haryana,Commercial Vehicle,LCV,Eicher Motors,CNG,6296,1182105
FY2022,Q2,North,Haryana,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3874,412106
FY2022,Q2,North,Haryana,Passenger Car,MUV,Tata Motors,Diesel,22457,1101372
FY2022,Q2,North,Haryana,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,3562,205185
FY2022,Q2,North,Haryana,Two-Wheeler,Scooter,Bajaj Auto,Petrol,104211,43941
FY2022,Q2,North,Himachal Pradesh,Commercial Vehicle,MHCV,Mahindra,CNG,1315,74085
FY2022,Q2,North,Himachal Pradesh,Electric Vehicle,E-Car,Bajaj Auto,Electric,573,286632
FY2022,Q2,North,Himachal Pradesh,Passenger Car,Hatchback,Maruti Suzuki,Diesel,4719,1621340
FY2022,Q2,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Piaggio,CNG,591,209043
FY2022,Q2,North,Himachal Pradesh,Two-Wheeler,Scooter,Royal Enfield,Petrol,19188,80912
FY2022,Q2,North,Jammu & Kashmir,Commercial Vehicle,LCV,Mahindra,Diesel,962,2348943
FY2022,Q2,North,Jammu & Kashmir,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,362,126810
FY2022,Q2,North,Jammu & Kashmir,Passenger Car,SUV,Hyundai,Petrol,4044,1000280
FY2022,Q2,North,Jammu & Kashmir,Three-Wheeler,Goods 3W,TVS Motor,Petrol,578,185744
FY2022,Q2,North,Jammu & Kashmir,Two-Wheeler,Moped,Honda Motorcycle,Petrol,15599,35927
FY2022,Q2,North,Punjab,Commercial Vehicle,LCV,Tata Motors,Diesel,5422,979275
FY2022,Q2,North,Punjab,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2226,393961
FY2022,Q2,North,Punjab,Passenger Car,Sedan,Maruti Suzuki,Petrol,20353,743416
FY2022,Q2,North,Punjab,Three-Wheeler,Goods 3W,Piaggio,CNG,2890,153644
FY2022,Q2,North,Punjab,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,77148,13299
FY2022,Q2,North,Rajasthan,Commercial Vehicle,Three-Wheeler Goods,Others,Diesel,11923,1426529
FY2022,Q2,North,Rajasthan,Electric Vehicle,E-Car,Ola Electric,Electric,3761,240742
FY2022,Q2,North,Rajasthan,Passenger Car,Hatchback,Tata Motors,Petrol,36014,634910
FY2022,Q2,North,Rajasthan,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,5304,218503
FY2022,Q2,North,Rajasthan,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,229410,77534
FY2022,Q2,North,Uttar Pradesh,Commercial Vehicle,LCV,Mahindra,Diesel,17970,1369451
FY2022,Q2,North,Uttar Pradesh,Electric Vehicle,E-Car,Ola Electric,Electric,5667,185498
FY2022,Q2,North,Uttar Pradesh,Passenger Car,Hatchback,Tata Motors,Electric,59868,1321001
FY2022,Q2,North,Uttar Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,CNG,17223,213865
FY2022,Q2,North,Uttar Pradesh,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,417693,37538
FY2022,Q2,North,Uttarakhand,Commercial Vehicle,MHCV,Tata Motors,CNG,1863,1694819
FY2022,Q2,North,Uttarakhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,921,133304
FY2022,Q2,North,Uttarakhand,Passenger Car,SUV,Tata Motors,CNG,6296,759078
FY2022,Q2,North,Uttarakhand,Three-Wheeler,Goods 3W,TVS Motor,Electric,1180,148866
FY2022,Q2,North,Uttarakhand,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,30502,21363
FY2022,Q2,Northeast,Assam,Commercial Vehicle,LCV,Tata Motors,Diesel,1738,1983870
FY2022,Q2,Northeast,Assam,Electric Vehicle,E-Bus,TVS Motor,Electric,453,123794
FY2022,Q2,Northeast,Assam,Passenger Car,Hatchback,Maruti Suzuki,Petrol,5313,1268223
FY2022,Q2,Northeast,Assam,Three-Wheeler,Passenger 3W,TVS Motor,CNG,1314,198822
FY2022,Q2,Northeast,Assam,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,35212,36874
FY2022,Q2,Northeast,Manipur,Commercial Vehicle,Bus,Tata Motors,Diesel,315,917605
FY2022,Q2,Northeast,Manipur,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,96,152994
FY2022,Q2,Northeast,Manipur,Passenger Car,SUV,Mahindra,Petrol,706,1137295
FY2022,Q2,Northeast,Manipur,Three-Wheeler,Goods 3W,Piaggio,Petrol,212,262155
FY2022,Q2,Northeast,Manipur,Two-Wheeler,Motorcycle,TVS Motor,Petrol,109130,77475
FY2022,Q2,Northeast,Meghalaya,Commercial Vehicle,Bus,Ashok Leyland,Diesel,358,1993538
FY2022,Q2,Northeast,Meghalaya,Electric Vehicle,E-Car,TVS Motor,Electric,88,30157
FY2022,Q2,Northeast,Meghalaya,Passenger Car,Sedan,Maruti Suzuki,Petrol,1289,996667
FY2022,Q2,Northeast,Meghalaya,Three-Wheeler,Passenger 3W,Mahindra,Electric,230,216990
FY2022,Q2,Northeast,Meghalaya,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,6923,72718
FY2022,Q2,Northeast,Nagaland,Commercial Vehicle,MHCV,Mahindra,Electric,159,367348
FY2022,Q2,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,85,333731
FY2022,Q2,Northeast,Nagaland,Passenger Car,Van,Tata Motors,Petrol,646,661785
FY2022,Q2,Northeast,Nagaland,Three-Wheeler,Passenger 3W,Piaggio,Petrol,121,233312
FY2022,Q2,Northeast,Nagaland,Two-Wheeler,Moped,Honda Motorcycle,Petrol,3256,72858
FY2022,Q2,Northeast,Sikkim,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Diesel,162,2460815
FY2022,Q2,Northeast,Sikkim,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,88,146750
FY2022,Q2,Northeast,Sikkim,Passenger Car,SUV,Maruti Suzuki,Diesel,717,641455
FY2022,Q2,Northeast,Sikkim,Three-Wheeler,Passenger 3W,Piaggio,Petrol,118,294571
FY2022,Q2,Northeast,Sikkim,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,3258,81270
FY2022,Q2,Northeast,Tripura,Commercial Vehicle,LCV,Force Motors,Diesel,504,1343093
FY2022,Q2,Northeast,Tripura,Electric Vehicle,E-Car,Tata Motors,Electric,190,146772
FY2022,Q2,Northeast,Tripura,Passenger Car,Hatchback,Maruti Suzuki,Petrol,1369,1006380
FY2022,Q2,Northeast,Tripura,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,358,260082
FY2022,Q2,Northeast,Tripura,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,109130,85965
FY2022,Q2,South,Andhra Pradesh,Commercial Vehicle,LCV,Tata Motors,Diesel,8622,696456
FY2022,Q2,South,Andhra Pradesh,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,5956,241558
FY2022,Q2,South,Andhra Pradesh,Passenger Car,SUV,Maruti Suzuki,Petrol,31237,1184225
FY2022,Q2,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,CNG,4896,187231
FY2022,Q2,South,Andhra Pradesh,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,194678,76354
FY2022,Q2,South,Karnataka,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,11457,1074055
FY2022,Q2,South,Karnataka,Electric Vehicle,E-Car,Tata Motors,Electric,11060,255142
FY2022,Q2,South,Karnataka,Passenger Car,Hatchback,Others,Petrol,56863,883290
FY2022,Q2,South,Karnataka,Three-Wheeler,Goods 3W,Piaggio,CNG,6649,278286
FY2022,Q2,South,Karnataka,Two-Wheeler,Scooter,Bajaj Auto,Petrol,219100,86750
FY2022,Q2,South,Kerala,Commercial Vehicle,MHCV,Eicher Motors,Diesel,5750,925625
